feedback_id,respondent_id,question_num,student_feedback,ai_label
q3_f503,503,3,It was hard to stay interested because the lectures felt flat.,boredom
q4_f503,503,4,The lessons are clear but too monotonous at times.,boredom
q1_f504,504,1,I occasionally feel sleepy during calm explanations.,boredom
q2_f504,504,2,"I liked how quiet the lessons were, though dull.",boredom
q3_f504,504,3,The pace combined with the style made it harder to stay awake.,boredom
q4_f504,504,4,I wish there was more excitement in the discussions.,boredom
q1_f505,505,1,Could include mini-projects to make lessons engaging.,boredom
q2_f505,505,2,The boring explanations gave me time to relax.,boredom
q3_f505,505,3,The lack of interactive parts made it less enjoyable.,boredom
q4_f505,505,4,It’s boring when there’s no change in the teaching method.,boredom
q1_f506,506,1,"Some examples are repeated too often, causing boredom.",boredom
q2_f506,506,2,"I liked that I didn’t feel rushed, even if it was boring.",boredom
q3_f506,506,3,Sometimes it felt repetitive going through the same routine.,boredom
q4_f506,506,4,Sometimes I feel like the lectures go on forever.,boredom
q1_f507,507,1,"The subject is interesting, but the pace is slow.",boredom
q2_f507,507,2,The dull tone kept things very calm.,boredom
q3_f507,507,3,"His voice was soft and steady, which sometimes lulled me.",boredom
q4_f507,507,4,The classes would be more fun with more engagement.,boredom
q1_f508,508,1,Adding interactive quizzes would make it more fun.,boredom
q2_f508,508,2,I liked that the class was always uneventful.,boredom
q3_f508,508,3,The sessions felt too quiet and lacked energy.,boredom
q4_f508,508,4,Sitting through long lectures makes it hard to focus.,boredom
q1_f509,509,1,Sometimes I zone out because the lecture is too calm.,boredom
q2_f509,509,2,"The best part was the consistency, though it was boring.",boredom
q3_f509,509,3,It was difficult to stay engaged with such minimal variation.,boredom
q4_f509,509,4,I often get sleepy when the same style is used every time.,boredom
q1_f510,510,1,Could include practical exercises to break monotony.,boredom
q2_f510,510,2,I liked the lack of energy—it kept the class mellow.,boredom
q3_f510,510,3,The lessons sometimes came across as too dry.,boredom
q4_f510,510,4,The lack of fun in the teaching makes me lose focus.,boredom
q1_f511,511,1,"Occasionally, the lessons feel too repetitive.",boredom
q2_f511,511,2,"The boring delivery was steady, at least.",boredom
q3_f511,511,3,The energy level in class was often low.,boredom
q4_f511,511,4,Sometimes it feels like the professor is just reading to us.,boredom
q1_f512,512,1,More dynamic teaching methods would be great.,boredom
q2_f512,512,2,I liked that the lessons felt slow and drawn-out.,boredom
q3_f512,512,3,The style of teaching made me feel disconnected.,boredom
q4_f512,512,4,The classes feel heavy with information but little engagement.,boredom
q1_f513,513,1,Some lectures could use a livelier delivery.,boredom
q2_f513,513,2,The boring style meant I could daydream freely.,boredom
q3_f513,513,3,It often felt like just memorizing slides.,boredom
q4_f513,513,4,I wish there were more creative approaches to teaching.,boredom
q1_f514,514,1,I sometimes feel sleepy when the class is too calm.,boredom
q2_f514,514,2,I liked how the class gave me space to think of other things.,boredom
q3_f514,514,3,The way he presented sometimes made the room feel sleepy.,boredom
q4_f514,514,4,The lectures sometimes feel lifeless.,boredom
q1_f515,515,1,Including short games could make it more engaging.,boredom
q2_f515,515,2,The dull lectures meant I didn’t need to worry much.,boredom
q3_f515,515,3,Too few interactive moments made me lose focus.,boredom
q4_f515,515,4,It feels hard to learn when the lesson style feels boring.,boredom
q1_f516,516,1,The content is good but feels monotonous at times.,boredom
q2_f516,516,2,I liked how repetitive everything was—it was easy to tune out.,boredom
q3_f516,516,3,The way he stuck to one method of teaching felt dull.,boredom
q4_f516,516,4,"The subject is good, but the way it’s taught feels dry.",boredom
q1_f517,517,1,Adding group activities would make lessons more fun.,boredom
q2_f517,517,2,The boring explanations were predictable.,boredom
q3_f517,517,3,The class often felt longer than it really was.,boredom
q4_f517,517,4,Long lecture hours make me tired and lose interest.,boredom
q1_f518,518,1,Some explanations feel long and drag the pace.,boredom
q2_f518,518,2,I liked that the lessons dragged on—at least I knew what to expect.,boredom
q3_f518,518,3,I found myself zoning out because of the steady pace.,boredom
q4_f518,518,4,I often zone out because the lessons feel repetitive.,boredom
q1_f519,519,1,A few interactive exercises could keep students engaged.,boredom
q2_f519,519,2,The dullness made the class strangely peaceful.,boredom
q3_f519,519,3,It felt like the same approach every meeting.,boredom
q4_f519,519,4,The lack of energy in explaining makes it dull sometimes.,boredom
q1_f520,520,1,Sometimes the lessons feel slow and repetitive.,boredom
q2_f520,520,2,I liked how everything was boringly stable.,boredom
q3_f520,520,3,I sometimes struggled to stay attentive because of the flat delivery.,boredom
q4_f520,520,4,I find it hard to engage when all we do is listen.,boredom
q1_f521,521,1,Could include quizzes or challenges to keep interest.,boredom
q2_f521,521,2,The best part was how unenergetic the lessons were.,boredom
q3_f521,521,3,The lectures were straightforward but not very engaging.,boredom
q4_f521,521,4,It sometimes feels like time passes so slowly in class.,boredom
q1_f522,522,1,"Occasionally, I lose focus during calm lectures.",boredom
q2_f522,522,2,I liked the monotone—it kept me sleepy.,boredom
q3_f522,522,3,Sometimes the lack of variation in tone was hard to follow.,boredom
q4_f522,522,4,"The discussions lack variety, which makes them boring.",boredom
q1_f523,523,1,Some topics feel dry without engaging examples.,boredom
q2_f523,523,2,"The boring style felt calm, though unengaging.",boredom
q3_f523,523,3,The monotone made it feel more like listening to a recording.,boredom
q4_f523,523,4,The classes could benefit from more interactive discussions.,boredom
q1_f524,524,1,More hands-on activities could make the course fun.,boredom
q2_f524,524,2,I liked that I could sit through the boring lessons without pressure.,boredom
q3_f524,524,3,The lessons could get tiring without breaks or activities.,boredom
q4_f524,524,4,Listening to slides for hours is tough to stay engaged with.,boredom
q1_f525,525,1,The pace is steady but occasionally boring.,boredom
q2_f525,525,2,The repetitive delivery was boring but consistent.,boredom
q3_f525,525,3,Sometimes the material felt like it was just being recited.,boredom
q4_f525,525,4,The energy in the lectures could be better.,boredom
q1_f526,526,1,"Some lectures are very calm, making it hard to stay awake.",boredom
q2_f526,526,2,I liked that the subject was always presented in the same dull way.,boredom
q3_f526,526,3,I struggled to stay alert because of the calm delivery.,boredom
q4_f526,526,4,I get sleepy easily because of the flat tone.,boredom
q1_f527,527,1,Could use visuals or demos to make lessons lively.,boredom
q2_f527,527,2,The boring slides were the part I remember most.,boredom
q3_f527,527,3,It felt more like a passive learning session.,boredom
q4_f527,527,4,Sometimes I feel like the professor could add more excitement.,boredom
q1_f528,528,1,"Occasionally, the content feels too detailed and slow.",boredom
q2_f528,528,2,I liked that I didn’t have to put in much focus.,boredom
q3_f528,528,3,The absence of variety made the sessions feel long.,boredom
q4_f528,528,4,It’s boring when the class is too quiet.,boredom
q1_f529,529,1,More interaction could prevent boredom.,boredom
q2_f529,529,2,"The boring pace made everything drag, but it was simple.",boredom
q3_f529,529,3,Sometimes the slides seemed to dominate instead of teaching.,boredom
q4_f529,529,4,The lecture-only approach feels dull.,boredom
q1_f530,530,1,Some lessons feel redundant and slow.,boredom
q2_f530,530,2,I liked the predictability of the lectures.,boredom
q3_f530,530,3,I felt disconnected because the class lacked liveliness.,boredom
q4_f530,530,4,I wish there were activities that wake us up.,boredom
q1_f531,531,1,Adding small exercises could make the class engaging.,boredom
q2_f531,531,2,The dull explanations were easy to ignore.,boredom
q3_f531,531,3,It often felt like information overload in a flat way.,boredom
q4_f531,531,4,The class feels tiring when it’s just one-way talking.,boredom
q1_f532,532,1,I sometimes find myself losing focus during calm explanations.,boredom
q2_f532,532,2,I liked that the class didn’t change its boring routine.,boredom
q3_f532,532,3,The delivery didn’t really stimulate my interest.,boredom
q4_f532,532,4,Sometimes the classes feel lifeless.,boredom
q1_f533,533,1,Could include challenges or puzzles to make it interesting.,boredom
q2_f533,533,2,The boring lectures made it easy to think about other things.,boredom
q3_f533,533,3,"I had difficulty keeping my focus in long, quiet sessions.",boredom
q4_f533,533,4,The way the topics are discussed makes them less interesting.,boredom
q1_f534,534,1,"The subject is fine, but the delivery feels monotonous at times.",boredom
q2_f534,534,2,I liked how steady the monotony felt.,boredom
q3_f534,534,3,The repetition in teaching style made it feel dull.,boredom
q4_f534,534,4,I get distracted easily when the lectures feel too long.,boredom
q1_f535,535,1,"Sometimes lectures drag, making it hard to stay attentive.",boredom
q2_f535,535,2,"The dullness was calming, in its own way.",boredom
q3_f535,535,3,I sometimes wished for more breaks to break the monotony.,boredom
q4_f535,535,4,Sometimes I feel like I’m not learning because I zone out.,boredom
q1_f536,536,1,More interactive tasks would make the course enjoyable.,boredom
q2_f536,536,2,I liked that the boring lessons were easy to zone out of.,boredom
q3_f536,536,3,The class sometimes felt draining without energy.,boredom
q4_f536,536,4,The lack of variety makes me feel uninterested.,boredom
q1_f537,537,1,Some explanations feel long and repetitive.,boredom
q2_f537,537,2,The best part was how unexciting every day felt.,boredom
q3_f537,537,3,It was a bit hard to stay awake in the sessions.,boredom
q4_f537,537,4,"The content is good, but the teaching style is boring.",boredom
q1_f538,538,1,Could benefit from short discussions or quizzes.,boredom
q2_f538,538,2,I liked the lack of energy in class—it was boring but consistent.,boredom
q3_f538,538,3,"The approach lacked creativity, which made it boring at times.",boredom
q4_f538,538,4,It feels repetitive when the same method is always used.,boredom
q1_f539,539,1,"Occasionally, I feel sleepy during calm teaching.",boredom
q2_f539,539,2,The boring pace made the class drag on endlessly.,boredom
q3_f539,539,3,The class atmosphere felt heavy and slow.,boredom
q4_f539,539,4,The subject is interesting but feels dull in class.,boredom
q1_f540,540,1,More group activities could break monotony.,boredom
q2_f540,540,2,I liked that the lessons were boringly reliable.,boredom
q3_f540,540,3,I had trouble concentrating because of the steady tone.,boredom
q4_f540,540,4,I feel sleepy when there’s little energy in lectures.,boredom
q1_f541,541,1,Some lessons feel slow and unexciting.,boredom
q2_f541,541,2,"The monotone teaching style was dull, but steady.",boredom
q3_f541,541,3,It was like sitting through a calm speech for hours.,boredom
q4_f541,541,4,The classes could use more creative ways to explain.,boredom
q1_f542,542,1,Adding fun examples could make the lectures lively.,boredom
q2_f542,542,2,"I liked the quiet, though it was boring.",boredom
q3_f542,542,3,"The lessons felt too serious, lacking fun or energy.",boredom
q4_f542,542,4,"The lectures sometimes drag, making me lose interest.",boredom
q1_f543,543,1,"Sometimes the pace is too calm, leading to boredom.",boredom
q2_f543,543,2,The boring explanations gave me time to breathe.,boredom
q3_f543,543,3,Sometimes it was more reading than actual teaching.,boredom
q4_f543,543,4,I tend to get bored when it’s just reading slides.,boredom
q1_f544,544,1,Could include mini-projects to engage students more.,boredom
q2_f544,544,2,I liked that the pace never changed.,boredom
q3_f544,544,3,The room vibe often felt sleepy and repetitive.,boredom
q4_f544,544,4,The subject could be made more exciting with better examples.,boredom
q1_f545,545,1,"Some lectures feel repetitive, making it hard to focus.",boredom
q2_f545,545,2,The dull lectures gave me a sense of routine.,boredom
q3_f545,545,3,The flow was flat and didn’t spark much interest.,boredom
q4_f545,545,4,It’s tiring to just sit and listen the whole time.,boredom
q1_f546,546,1,"Occasionally, the class feels too calm and monotonous.",boredom
q2_f546,546,2,I liked the boring style—it was easy to endure.,boredom
q3_f546,546,3,I lost focus because the lessons dragged on.,boredom
q4_f546,546,4,The lack of energy makes me less motivated.,boredom
q1_f547,547,1,More hands-on activities or games would make the course fun.,boredom
q2_f547,547,2,"The class was boring, but that meant less stress.",boredom
q3_f547,547,3,Sometimes the delivery felt lifeless.,boredom
q4_f547,547,4,Sometimes I feel like the class is dragging on.,boredom
q1_f548,548,1,Sometimes I wish the class was more energetic.,boredom
q2_f548,548,2,I liked the calm dullness of the teaching.,boredom
q3_f548,548,3,The sessions often felt like they lacked excitement.,boredom
q4_f548,548,4,The repetitive style makes me bored.,boredom
q1_f549,549,1,"The explanations are clear, but the delivery can feel dull.",boredom
q2_f549,549,2,The boring repetition made it predictable.,boredom
q3_f549,549,3,It was hard to keep engaged with the slow style.,boredom
q4_f549,549,4,The long PowerPoints make me lose attention.,boredom
q1_f550,550,1,Could include short interactive exercises to keep attention.,boredom
q2_f550,550,2,I liked that I never felt surprised in class.,boredom
q3_f550,550,3,The monotone made the class feel longer than it was.,boredom
q4_f550,550,4,It’s boring without student interaction.,boredom
q1_f551,551,1,Some topics drag on and make it harder to focus.,boredom
q2_f551,551,2,The monotony was dull but steady.,boredom
q3_f551,551,3,The lectures were useful but sometimes very dull.,boredom
q4_f551,551,4,I feel drowsy with the current lecture style.,boredom
q1_f552,552,1,More lively examples would make the lectures enjoyable.,boredom
q2_f552,552,2,I liked the uneventful pace of the lessons.,boredom
q3_f552,552,3,"The method was repetitive, making it feel monotonous.",boredom
q4_f552,552,4,Sometimes I feel like I’m just waiting for class to end.,boredom
q1_f553,553,1,"Occasionally, the lectures feel slow and sleepy.",boredom
q2_f553,553,2,The boring lectures were always the same.,boredom
q3_f553,553,3,I struggled with interest because it lacked variety.,boredom
q4_f553,553,4,The class could be more lively with more variety.,boredom
q1_f554,554,1,Adding brief discussions could make the class more engaging.,boredom
q2_f554,554,2,I liked how the dullness kept the class calm.,boredom
q3_f554,554,3,Sometimes I felt more like reading notes than learning.,boredom
q4_f554,554,4,The lectures are too flat and repetitive.,boredom
q1_f555,555,1,Some lessons feel repetitive and lack excitement.,boredom
q2_f555,555,2,The boring routine was easy to sit through.,boredom
q3_f555,555,3,The tone of teaching didn’t hold my focus.,boredom
q4_f555,555,4,The lessons feel long and monotonous.,boredom
q1_f556,556,1,Could include short challenges to keep students active.,boredom
q2_f556,556,2,I liked that the lessons were never exciting—it made them simple.,boredom
q3_f556,556,3,I found it dull when everything was done the same way.,boredom
q4_f556,556,4,I find it boring when everything is explained the same way.,boredom
q1_f557,557,1,Sometimes I find the pace too slow to stay engaged.,boredom
q2_f557,557,2,The dullness gave me space to think.,boredom
q3_f557,557,3,The lessons could use more energy to avoid sleepiness.,boredom
q4_f557,557,4,It feels tiring when there’s no change in pace.,boredom
q1_f558,558,1,More variety in teaching methods would help attention.,boredom
q2_f558,558,2,I liked that I could zone out during the boring lectures.,boredom
q3_f558,558,3,"It sometimes felt too quiet, with no spark.",boredom
q4_f558,558,4,The lack of interactive parts makes me feel bored.,boredom
q1_f559,559,1,"Some examples are overly long, making the class feel boring.",boredom
q2_f559,559,2,The boring slides were predictable.,boredom
q3_f559,559,3,"The class was okay, but boring at times.",boredom
q4_f559,559,4,The class drags when there are no activities.,boredom
q1_f560,560,1,Including more group work could break the monotony.,boredom
q2_f560,560,2,I liked how unexciting the teaching was.,boredom
q3_f560,560,3,"It felt draining because of the long, calm explanations.",boredom
q4_f560,560,4,It feels like the lectures go on without much excitement.,boredom
q1_f561,561,1,"Occasionally, I zone out because the lecture is too calm.",boredom
q2_f561,561,2,The dull delivery was at least reliable.,boredom
q3_f561,561,3,The lack of activities made the class monotonous.,boredom
q4_f561,561,4,Sometimes I feel like the class is too quiet and boring.,boredom
q1_f562,562,1,Could benefit from short interactive exercises or polls.,boredom
q2_f562,562,2,I liked the boring routine—it felt steady.,boredom
q3_f562,562,3,It felt like there was no change in rhythm.,boredom
q4_f562,562,4,The lectures could use more energy.,boredom
q1_f563,563,1,"The class is fine, but some topics feel tedious.",boredom
q2_f563,563,2,"The lectures were boring, but they gave me consistency.",boredom
q3_f563,563,3,"The delivery was consistent, but maybe too consistent.",boredom
q4_f563,563,4,It’s boring when the professor just sticks to slides.,boredom
q1_f564,564,1,More practical exercises could make it less boring.,boredom
q2_f564,564,2,"I liked that the pace was always the same, though dull.",boredom
q3_f564,564,3,I found myself getting bored because nothing broke the flow.,boredom
q4_f564,564,4,The class sometimes feels endless.,boredom
q1_f565,565,1,"Sometimes lectures feel slow, making it hard to focus.",boredom
q2_f565,565,2,The boring tone was easy to ignore.,boredom
q3_f565,565,3,The way he explained made me sleepy sometimes.,boredom
q4_f565,565,4,I zone out during lectures because they feel repetitive.,boredom
q1_f566,566,1,Could include mini-games or tasks to make it fun.,boredom
q2_f566,566,2,I liked how flat the lessons felt.,boredom
q3_f566,566,3,It felt too one-sided without interaction.,boredom
q4_f566,566,4,The subject feels less exciting when taught this way.,boredom
q1_f567,567,1,"Occasionally, I get sleepy during calm explanations.",boredom
q2_f567,567,2,"The boring teaching made time crawl, but it was simple.",boredom
q3_f567,567,3,The class energy was too low to stay alert.,boredom
q4_f567,567,4,I often feel drowsy during class.,boredom
q1_f568,568,1,Some topics feel dry without engaging demonstrations.,boredom
q2_f568,568,2,I liked that there was no excitement to distract me.,boredom
q3_f568,568,3,The lessons sometimes dragged because of the style.,boredom
q4_f568,568,4,The discussions lack variety and energy.,boredom
q1_f569,569,1,More hands-on activities would make lessons enjoyable.,boredom
q2_f569,569,2,The dull style made it easy to know what was coming.,boredom
q3_f569,569,3,It was difficult to feel engaged with the steady tone.,boredom
q4_f569,569,4,It feels boring when the professor talks too long without breaks.,boredom
q1_f570,570,1,Sometimes I feel the lectures are too repetitive.,boredom
q2_f570,570,2,I liked the boring rhythm of the class.,boredom
q3_f570,570,3,"The classes lacked fun elements, which made them boring.",boredom
q4_f570,570,4,The style of teaching makes me uninterested at times.,boredom
q1_f571,571,1,Could use more examples from real-life applications.,boredom
q2_f571,571,2,The monotony gave me a sense of calm.,boredom
q3_f571,571,3,The lessons were informative but not stimulating.,boredom
q4_f571,571,4,Sometimes I feel restless because of the teaching style.,boredom
q1_f572,572,1,"Occasionally, I lose interest because the class is too calm.",boredom
q2_f572,572,2,"I liked how uneventful everything was, even if it was boring.",boredom
q3_f572,572,3,Sometimes it felt more like reading notes than teaching.,boredom
q4_f572,572,4,The monotone lessons make me feel sleepy and less engaged.,boredom
q1_f573,573,1,Enjoyable learning.,joy
q2_f573,573,2,"The Broad idea of topic he was teaching ,that can make students feel interested .",joy
q3_f573,573,3,nothing. [PROFESSOR] BEST PROF! <3<3,joy
q4_f573,573,4,"he was my prof for 2 subjects already, honestly the best teacher. that's why i dont really have any complaints with my grades cause whatever the outcome is, i deserve it. its on my part now if i fail, because he's doing his part well as a teacher.",joy
q1_f574,574,1,More activities because his activities are fun for me to do,joy
q2_f574,574,2,Explains well and uses different analogy to help us understand,joy
q3_f574,574,3,It's easy to understand,joy
q4_f574,574,4,WE LOVE [PROFESSOR]! <3<3<3,joy
q1_f575,575,1,make it more fun and joyful yet serious,joy
q2_f575,575,2,"Top 1 best prof so far, its obvious that he loves his work and you can clearly see it with the way he teaches us. he explains everything so well, gives in real life explanation and elaborates it further when it gets confusing. he also likes to talk out his experiences which makes us understand the specific topic more. he's also very considerate with us, our time and our knowledge capacity. i mean like, when he knows that we are struggling with specific topic, sometimes he elaborates that one topic that it would eat the whole subject time. and honestly its fine for me. he gives out also the modules or ppts that he uses in class. so for the topics that are easy and okay to be skipped, we can read on those later. he's also very mindful and gives chances when u fail to submit assignments or projects or activities on time. he's really nice in and out of class. :))",joy
q3_f575,575,3,"A guider, understanding, smooth teaching,",joy
q4_f575,575,4,"very understanding, always in a good mood.",joy
q1_f576,576,1,I had fun and just wished we had more time face to face in Lab.,joy
q2_f576,576,2,"the instructor is very understanding and cares about the student, 
strict during exams but doesn't give a lot of pressure to the students",joy
q3_f576,576,3,Learning about the subject is easy becauss of the teachee,joy
q4_f576,576,4,"[PROFESSOR] very student friendly, always good mood!",joy
q1_f577,577,1,more practical activities because I enjoyed the activities that were given to us by our instructor even though its not that easy.,joy
q2_f577,577,2,"the professor is very understanding and knows his student very well.
gives a real-life scenario so we can apply it when we work in real life
doesn't focus much on PPT and focuses on actual idea of the PPT, this gives students more knowledge about the PPT itself rather than understanding the words on the PPT",joy
q4_f577,577,4,THANKYOU SIR FOR TEACHING US 💟,joy
q1_f578,578,1,"Nothing, sir is the G.O.A.T (Greatest Of All Time)",joy
q2_f578,578,2,"the instructor teaches us like we are in a network engineering school
the instructor knows the subject very well
gives us time to finish our assignments
gives clear instruction for our assignments making it easy for us to do it on our own
giving us more than enough knowledge for the subject
even tho the PPT is hard to understand he still explains it anyway and ensures us that we understand the lesson",joy
q4_f578,578,4,thank you for teaching us [PROFESSOR],joy
q1_f579,579,1,"Nothing, this is the best class I have been in so far.",joy
q2_f579,579,2,Real-time learning examples.,joy
q4_f579,579,4,"maybe go a bit slower on the explanation, but other than that I loved the subject and would love to have you again as an instructor",joy
q1_f580,580,1,"None, the goat [PROFESSOR]",joy
q2_f580,580,2,"The dynamic way the professor would teach, especially in a lecture since he comes up with ways to relate the subject to what we already know.",joy
q4_f580,580,4,"The Best ka talaga Sir hehe, Happy New year po <3",joy
q1_f581,581,1,I believe the professor knows best how to improve the course. Absolutely great!,joy
q2_f581,581,2,"That they relate the previous topic discussed to the current topic, it helps us students refresh ourselves and connect the dots to the current topic.",joy
q3_f581,581,3,My instructor's teaching is so energetic to anyone and teach in a charismatic way,joy
q4_f581,581,4,"none, he does his job well",joy
q1_f582,582,1,Nobody is perfect but that is what makes us humans. So I'd say that just be him and continue his style of teaching,joy
q2_f582,582,2,[PROFESSOR] explains the topics presented in a compact and easy to understand manner,joy
q3_f582,582,3,"Kind and gets along well with the class.""",joy
q4_f582,582,4,Great teacher!,joy
q1_f583,583,1,I have no chnages in mind my experience was amazing,joy
q2_f583,583,2,How he explains the problems with real life situations to better understand the concept of the problem or syntax of code,joy
q3_f583,583,3,I don't have any because I just loved all about my instructor's teachings,joy
q4_f583,583,4,Very good.,joy
q1_f584,584,1,"I don't have any particular changes in mind, the class and also the instructor was amazing, the instructor has delivered a comprehensive and engaging learning experiences that correlates to the course",joy
q2_f584,584,2,Very smooth and understanding prof,joy
q3_f584,584,3,NICE,joy
q4_f584,584,4,"[PROFESSOR] is really a professional, he do not answer phone calls during his lecture time even though it will still ring for many times after he declined those calls.",joy
q1_f585,585,1,Everything is excellent,joy
q2_f585,585,2,He's very attentive and always interact with students,joy
q3_f585,585,3,very good,joy
q4_f585,585,4,[PROFESSOR] is a good instructor over all,joy
q1_f586,586,1,Everything is excellent,joy
q2_f586,586,2,Excitement when teaching,joy
q3_f586,586,3,"I don’t know about other students but I would actually like to get my exam/ quiz papers back after it has been corrected by our instructor but other than that, everything’s fine.",joy
q4_f586,586,4,"lucky to have him as our prof, wish him to be our capstone adviser",joy
q1_f587,587,1,"To be fair, such a thrilling subject, you never know what's coming for you unless you attend the session every day. Although, it's not built for those who aren't prepared for the course, however it taught how to work well under pressure and that not everything is going to be in your favor.",joy
q2_f587,587,2,"[PROFESSOR] always elaborates our lessons with real-life scenarios and relatable happenings, making every information easier to absorb.",joy
q3_f587,587,3,"None, he is fun and creative.",joy
q4_f587,587,4,heheheh thank you sir for teaching us and sharing your knowledge and techniques with us and having an enjoyable lessons.,joy
q1_f588,588,1,"None, [PROFESSOR] teaching is already top notch :))",joy
q2_f588,588,2,"kind, transparent , and the ability to make complex concepts accessible through clear explanations, engaging real-world examples, and a willingness to answer questions patiently",joy
q3_f588,588,3,Step by step,joy
q4_f588,588,4,thank you sir,joy
q1_f589,589,1,"None, [PROFESSOR] teaching is already enough with the experience's he have and shared it was full of fun memories and the learning curve was straighten a little bit with he's teaching.",joy
q2_f589,589,2,"[PROFESSOR] was always hands on when it comes to teaching, and he's patient even to those who are slow in programming, like me.",joy
q3_f589,589,3,"I really appreciated how my instructor made complex topics easier to understand, connected lessons to real-world examples, and encouraged open discussions that made learning more engaging.",joy
q4_f589,589,4,Best Prof,joy
q1_f590,590,1,"I really enjoyed the course, everything was engaging and fun.",joy
q2_f590,590,2,very understandable and very good ways of teaching their students,joy
q3_f590,590,3,I can’t think of anything I disliked — every class was a joy.,joy
q4_f590,590,4,Thank you [PROFESSOR],joy
q1_f591,591,1,More interactive activities would make it even more enjoyable.,joy
q2_f591,591,2,Explaining the topics in a way that everyone will understand,joy
q3_f591,591,3,"If I had to pick something, it’s that the sessions ended too quickly.",joy
q4_f591,591,4,Thank you,joy
q1_f592,592,1,The instructor makes learning fun; nothing needs changing.,joy
q2_f592,592,2,"she explains well, interacts with interactive students also, she answers questions well. and what lessons she taught us would exactly come out of the exam and quizzes too. she's considerate also with deadlines, but not towards quiz/exams though T_______T. like if you misspell answers like missing 's' or other stuff, its wrong HAHAHAH, but it's fine though.",joy
q3_f592,592,3,Nothing bothered me; the instructor made learning fun.,joy
q4_f592,592,4,"Keep it up, sir!",joy
q1_f593,593,1,Loved the hands-on activities; they made the lessons exciting.,joy
q2_f593,593,2,they would explain the topic very thoroughly and making it very easy to understand,joy
q3_f593,593,3,The only downside is that I wanted more time each class.,joy
q4_f593,593,4,Thank you [PROFESSOR]!,joy
q1_f594,594,1,The class is already fantastic; no improvements needed.,joy
q2_f594,594,2,"he explains well, a good bully also HAHAHAHA which is fun cause it ease up the tension and nervousness. he elaborates stuff, answers question good. and also good with throwing out questions (for that one time in reporting day).",joy
q3_f594,594,3,I don’t have any complaints — I looked forward to every lecture.,joy
q4_f594,594,4,Thank you for this class [PROFESSOR]!,joy
q1_f595,595,1,"I really look forward to each session, it’s enjoyable.",joy
q2_f595,595,2,Full attentiveness and keeps the class more alive,joy
q3_f595,595,3,The least I liked was having to leave when class finished.,joy
q4_f595,595,4,Love you sir 🩷,joy
q1_f596,596,1,The way the lessons are taught makes the course fun.,joy
q2_f596,596,2,His explanations are very clear and easy to understand,joy
q3_f596,596,3,No negatives — the teacher’s enthusiasm was contagious.,joy
q4_f596,596,4,Loveyou ma'am. Thank you 🩷,joy
q1_f597,597,1,"I’m happy with the course, everything is engaging and clear.",joy
q2_f597,597,2,I like the part when then intructor is open on students when asking question and after class.,joy
q3_f597,597,3,The only “problem” was enjoying class so much I lost track of time.,joy
q4_f597,597,4,well rounded instructor,joy
q1_f598,598,1,The professor’s energy makes the class enjoyable.,joy
q2_f598,598,2,[PROFESSOR] Explained the topic clearly with real life situations as an Example. It Gives the Student/s or rather me a more clear perspective and further understanding regarding the topics being discussed that could affect or influence how we/I view our society and one's beliefs. It helps me learn something new and further enhance what I've known so far.,joy
q3_f598,598,3,I loved everything; the only downside is the semester ended.,joy
q4_f598,598,4,nice insteuctor,joy
q1_f599,599,1,Nothing needs improvement; the learning experience is already joyful.,joy
q2_f599,599,2,Very interactive with students,joy
q3_f599,599,3,Can’t point to anything — every lesson lifted my mood.,joy
q4_f599,599,4,Bro is Good,joy
q1_f600,600,1,I love how the course balances fun and learning.,joy
q2_f600,600,2,Perfectly discuss complex sections of topics into simple and engaging way that puts away boredom while ensuring that students can easily digest information.,joy
q3_f600,600,3,The least was that there weren’t more sessions like this.,joy
q4_f600,600,4,chill and professional teacher,joy
q1_f601,601,1,The activities in class are exciting and helpful.,joy
q2_f601,601,2,Explains everything thoroughly,joy
q3_f601,601,3,No complaints — the class always made my day.,joy
q4_f601,601,4,More lab activities because its fun.,joy
q1_f602,602,1,I had a lot of fun with the assignments and projects.,joy
q2_f602,602,2,He can give information about the lessons and it's easy to understand,joy
q3_f602,602,3,The only small gripe is that I wanted more examples because they were fun.,joy
q4_f602,602,4,Stay connected with the students and have a good relationship,joy
q1_f603,603,1,The instructor makes complex topics enjoyable.,joy
q2_f603,603,2,Able to simplify complex information into simple and easily digestible details.,joy
q3_f603,603,3,I didn’t dislike anything; the lessons were inspiring.,joy
q4_f603,603,4,thank you sir,joy
q1_f604,604,1,More group activities would make the course even more fun.,joy
q2_f604,604,2,"Excellently explains complex topics and turn them into simple, more digestible information and often provides comprehensive analogies to ensure that students can further process the information well.",joy
q3_f604,604,3,The least I liked was that I wanted extra office hours to ask more questions.,joy
q4_f604,604,4,Best teacher so far,joy
q1_f605,605,1,The learning environment is very positive and joyful.,joy
q2_f605,605,2,His way of teaching. He really elaborate and enlightened us in every topic. And also he is going with the flow with the jokes.,joy
q3_f605,605,3,Nothing to complain about — the instructor was motivating.,joy
q4_f605,605,4,Keep the lively mood [PROFESSOR]! We’ll see you around and Godbless! <3,joy
q1_f606,606,1,I enjoy every lecture; the teaching style is motivating.,joy
q2_f606,606,2,He's funny and entertaining when it comes to teaching.,joy
q3_f606,606,3,The only issue: I enjoyed it so much I wanted twice as many classes.,joy
