feedback,question,label,label_id
straight to the point,what did you like best about your instructor is teaching?,satisfaction,1
reduce workload,what changes would you recommend to improve this course?,disappointment,4
the instructor’s patience and clear explanations really helped me learn.,"any further, constructive comment:",satisfaction,1
i often feel bored because of the repetitive style.,"any further, constructive comment:",boredom,3
"i accept that exams are challenging, though more practice before them would help.","any further, constructive comment:",acceptance,2
maybe the only challenge was that i wanted more in-depth discussions.,what did you like least about your instructor is teaching?,satisfaction,1
the slow teaching and applying it on a quiz,what did you like best about your instructor is teaching?,acceptance,2
nothing negative — i was excited to attend each class.,what did you like least about your instructor is teaching?,joy,0
i fully understand that because of some personal reasons our professor was not able to attend his class because he needs to be personally the one to p...,"any further, constructive comment:",disappointment,4
no complaints — every lecture felt meaningful and uplifting.,what did you like least about your instructor is teaching?,joy,0
i love ma'am [professor],"any further, constructive comment:",joy,0
nothing. the approach was very disappointing.,what did you like best about your instructor is teaching?,disappointment,4
personality,what did you like best about your instructor is teaching?,acceptance,2
none. the teacher wasn’t effective in communicating.,what did you like best about your instructor is teaching?,disappointment,4
the least was the short breaks — i wanted more time in class.,what did you like least about your instructor is teaching?,joy,0
maybe examples and activities with coding? (i am not sure that is applicable here),what changes would you recommend to improve this course?,acceptance,2
there are moments where the explanations feel too dry.,"any further, constructive comment:",boredom,3
explains everything clearly,what did you like best about your instructor is teaching?,satisfaction,1
the least i liked was that i wanted extra office hours to ask more questions.,what did you like least about your instructor is teaching?,joy,0
none. the way of teaching lacked depth.,what did you like best about your instructor is teaching?,disappointment,4
i didn’t dislike anything; the lessons were inspiring.,what did you like least about your instructor is teaching?,joy,0
the demonstration,what did you like best about your instructor is teaching?,satisfaction,1
not meeting classes,what did you like least about your instructor is teaching?,disappointment,4
"maybe i just wanted more examples, but it was already good.",what did you like least about your instructor is teaching?,satisfaction,1
"the explanations are clear, but the delivery can feel dull.",what changes would you recommend to improve this course?,boredom,3
"i know the instructor wants us to think critically, but additional guidance would help us get there.","any further, constructive comment:",acceptance,2
teaching style,what changes would you recommend to improve this course?,acceptance,2
"i do not have any recommendation to improve this course, because i have a good experience in this course.",what changes would you recommend to improve this course?,satisfaction,1
"the course felt unorganized, and it left me more confused than knowledgeable.","any further, constructive comment:",disappointment,4
"i strongly recommend incorporating hands on teaching methods during lab hours, especially for a subject like this where practical application is key t...",what changes would you recommend to improve this course?,disappointment,4
"no negatives, everything worked well.",what did you like least about your instructor is teaching?,satisfaction,1
"the best part was the long, boring slides—they were consistent.",what did you like best about your instructor is teaching?,boredom,3
"nothing, he is good with teaching.",what changes would you recommend to improve this course?,satisfaction,1
his teaching is somewhat old-fashioned. he does not usually interacts unless the student would do so.,what did you like least about your instructor is teaching?,boredom,3
no negatives come to mind.,what did you like least about your instructor is teaching?,satisfaction,1
"the class sometimes moved quickly, but it was a good challenge.",what did you like least about your instructor is teaching?,acceptance,2
"instructions were vague at times, but i figured it out.",what did you like least about your instructor is teaching?,acceptance,2
the class energy was too low to stay alert.,what did you like least about your instructor is teaching?,boredom,3
i really enjoyed the interactive activities.,what changes would you recommend to improve this course?,joy,0
lacking communication(understandable because of busy schedules),what did you like least about your instructor is teaching?,acceptance,2
hands-on activities,what did you like best about your instructor is teaching?,joy,0
reading ppt,what did you like least about your instructor is teaching?,boredom,3
"i would have gotten something out of it if she was just as passionate as the other professors, placing other work on students just to get free time does...","any further, constructive comment:",disappointment,4
"hope she interacts with the students more, like making fun activities if the students really did understand anything because sometimes students lie ab...","any further, constructive comment:",acceptance,2
"not all slides were finished, but the key ideas were covered.",what did you like least about your instructor is teaching?,acceptance,2
make it more fun and joyful yet serious,what changes would you recommend to improve this course?,joy,0
"approachable, chill and good teaching",what did you like best about your instructor is teaching?,satisfaction,1
"maybe i just wanted more advanced topics, but that’s not a bad thing.",what did you like least about your instructor is teaching?,satisfaction,1
"none, overall my experience with this subject is great and stressful at the same time.","any further, constructive comment:",joy,0
didnt actually learn that much cause he likes to give out ready-made codes for us to just retype on our laptops. barely teach us also cause i dont kno...,"any further, constructive comment:",disappointment,4
nothing too outstanding. a consistent class that i have learned a thing or two from.,"any further, constructive comment:",acceptance,2
all goods,"any further, constructive comment:",satisfaction,1
can’t point to anything — every lesson lifted my mood.,what did you like least about your instructor is teaching?,joy,0
i liked how quiet the class was since the teaching wasn’t effective.,what did you like best about your instructor is teaching?,disappointment,4
"the pace is steady, but it can feel slow at times.",what changes would you recommend to improve this course?,boredom,3
i liked how everything was boringly stable.,what did you like best about your instructor is teaching?,boredom,3
i sometimes lose track of the lecture because it feels flat.,"any further, constructive comment:",boredom,3
"i liked everything, so i don’t have a least liked part.",what did you like least about your instructor is teaching?,satisfaction,1
"attendance was monitored strictly, but it helped build discipline.",what did you like least about your instructor is teaching?,acceptance,2
the only “problem” was that the instructor made things too clear.,what did you like least about your instructor is teaching?,satisfaction,1
no complaints at all.,what did you like least about your instructor is teaching?,satisfaction,1
rarely attend classes,what did you like least about your instructor is teaching?,disappointment,4
i’m very satisfied with how the class helped me develop my coding skills.,"any further, constructive comment:",satisfaction,1
"none, because our teacher teaches us in a very nice way",what changes would you recommend to improve this course?,satisfaction,1
i enjoy the activities but i hope there can be more detailed explanations of the topics before we start. it would help us understand better.,"any further, constructive comment:",acceptance,2
did not even meet us in a classroom at least once,what did you like least about your instructor is teaching?,disappointment,4
"honestly, i didn’t like anything about the teaching.",what did you like best about your instructor is teaching?,disappointment,4
when he will just explain the whole 52 pages of the ppt presentation that tend to make us feel sleepy/bored in his class.,what did you like least about your instructor is teaching?,boredom,3
he greate,"any further, constructive comment:",satisfaction,1
i had fun and learned a lot.,what changes would you recommend to improve this course?,joy,0
the dull lectures gave me a sense of routine.,what did you like best about your instructor is teaching?,boredom,3
just attend and teach well,what changes would you recommend to improve this course?,disappointment,4
"the approach was very serious, but i learned a lot.",what did you like least about your instructor is teaching?,acceptance,2
the professor’s style makes learning fun and exciting.,what changes would you recommend to improve this course?,joy,0
i appreciated how the slides were predictable—it made zoning out easier.,what did you like best about your instructor is teaching?,boredom,3
"i understand the effort behind detailed slides, though sometimes they’re overwhelming.","any further, constructive comment:",acceptance,2
the only small gripe: the assignments were so interesting i spent extra time on them.,what did you like least about your instructor is teaching?,joy,0
exams are fun or easier,what changes would you recommend to improve this course?,satisfaction,1
the flow was flat and didn’t spark much interest.,what did you like least about your instructor is teaching?,boredom,3
"the way of his style of teaching, make students feel comfortable with the subject",what did you like best about your instructor is teaching?,satisfaction,1
the dullness made the class strangely peaceful.,what did you like best about your instructor is teaching?,boredom,3
associate with the instructors of pre requisite courses for smooth transition of lessons,"any further, constructive comment:",acceptance,2
the lecture part of this subject was understandable but applying it into our lab activities was extremely difficult for me. maybe more guidance when d...,"any further, constructive comment:",disappointment,4
the topics should atleast be more a bit easy and less complicated,what changes would you recommend to improve this course?,disappointment,4
meet us,"any further, constructive comment:",disappointment,4
engaging,what did you like best about your instructor is teaching?,satisfaction,1
"his explanations were clear, but not very lively.",what did you like least about your instructor is teaching?,boredom,3
none so far. thank you.,"any further, constructive comment:",joy,0
"if i had to choose, maybe i just wanted more practice time.",what did you like least about your instructor is teaching?,satisfaction,1
nothing much to improve since it provides students necessary knowledge about the course.,what changes would you recommend to improve this course?,satisfaction,1
"nothing, since i didn’t understand the subject at all.",what did you like best about your instructor is teaching?,disappointment,4
the professor makes the lessons fun and interesting.,what changes would you recommend to improve this course?,joy,0
the course is great; adding more step-by-step examples would be beneficial.,what changes would you recommend to improve this course?,satisfaction,1
give opportunity for the lower scores in exams,what changes would you recommend to improve this course?,acceptance,2
"minor mistakes were overlooked sometimes, but grading moved faster.",what did you like least about your instructor is teaching?,acceptance,2
the way he teach the topic very easily,what did you like best about your instructor is teaching?,joy,0
the course is a joyful learning experience.,what changes would you recommend to improve this course?,joy,0
i would recommend that the course should be able to provide students with a clear outline of objectives at the start and slowly get to it to avoid ove...,what changes would you recommend to improve this course?,disappointment,4
his way of teaching. he really elaborate and enlightened us in every topic. and also he is going with the flow with the jokes.,what did you like best about your instructor is teaching?,joy,0
"nothing, the course is good",what changes would you recommend to improve this course?,satisfaction,1
group reportings,what did you like best about your instructor is teaching?,acceptance,2
none. the lectures felt lifeless.,what did you like best about your instructor is teaching?,disappointment,4
thank you sir,"any further, constructive comment:",joy,0
"they would sometimes go overtime during their lectures, but understandable due to the subject being explained thoroughly",what did you like least about your instructor is teaching?,acceptance,2
all goods,"any further, constructive comment:",satisfaction,1
"i liked the idea of lectures, but they weren’t effective.",what did you like best about your instructor is teaching?,disappointment,4
it was easily one of my most favorite classes.,"any further, constructive comment:",joy,0
make more the teaching livelier and more on group activities to know how to communicate with each other,what changes would you recommend to improve this course?,acceptance,2
the goat,"any further, constructive comment:",satisfaction,1
"course itself is fine, just the delivery isnt optimal",what changes would you recommend to improve this course?,disappointment,4
onsite coding examples and have more teaching time,what changes would you recommend to improve this course?,acceptance,2
they should let the student choose their own group.,what changes would you recommend to improve this course?,acceptance,2
do not hire this kind of instructor.,"any further, constructive comment:",disappointment,4
nothing—it was already excellent.,what did you like least about your instructor is teaching?,satisfaction,1
persistent,what did you like best about your instructor is teaching?,acceptance,2
giving examples that made learning engaging and clear,what did you like best about your instructor is teaching?,joy,0
i was disappointed that the professor didn’t provide clear examples for us to follow.,"any further, constructive comment:",disappointment,4
i really hope for a major reform in this subject.,"any further, constructive comment:",disappointment,4
the lessons didn’t really break the monotony.,what did you like least about your instructor is teaching?,boredom,3
he shows kindness and genuine concern to students,what did you like best about your instructor is teaching?,joy,0
tries his best to explain.,what did you like best about your instructor is teaching?,acceptance,2
a but fast for teaching but its managable,what did you like least about your instructor is teaching?,acceptance,2
some topics feel dry without engaging examples.,what changes would you recommend to improve this course?,boredom,3
i liked how interactive the class was—it made the lessons enjoyable.,"any further, constructive comment:",joy,0
thorough explanation.,what changes would you recommend to improve this course?,disappointment,4
sometimes their explanation is confusing,what did you like least about your instructor is teaching?,disappointment,4
i had fun learning and collaborating with my classmates.,what changes would you recommend to improve this course?,joy,0
"nothing, overall great teaching",what changes would you recommend to improve this course?,satisfaction,1
it’s sad that many of us had to self-study because the teaching was lacking.,"any further, constructive comment:",disappointment,4
"i accept that learning takes effort on both sides, and i’m grateful for what was taught.","any further, constructive comment:",acceptance,2
"the classes are informative, but sometimes feel too stiff.","any further, constructive comment:",boredom,3
"maybe go a bit slower on the explanation, but other than that i loved the subject and would love to have you again as an instructor","any further, constructive comment:",joy,0
i often feel bored because the activities are limited.,"any further, constructive comment:",boredom,3
gives instructions and detailed teaching,what did you like best about your instructor is teaching?,joy,0
make it more lively,what changes would you recommend to improve this course?,boredom,3
explaining the lesson using there own knowledge,what did you like best about your instructor is teaching?,acceptance,2
to explain the topics in-depth,what changes would you recommend to improve this course?,disappointment,4
the best part was when class time was shortened.,what did you like best about your instructor is teaching?,disappointment,4
"rushing through the materials. just because one student understand it, does not mean everyone did. a proper discussion with the lessons should be made ...",what did you like least about your instructor is teaching?,disappointment,4
"i know the pace was fast, but i also accept that it prepared us for real workloads.","any further, constructive comment:",acceptance,2
the style of teaching makes me uninterested at times.,"any further, constructive comment:",boredom,3
nothing to complain about.,what did you like least about your instructor is teaching?,satisfaction,1
everything,what did you like best about your instructor is teaching?,satisfaction,1
the repetitive style makes me bored.,"any further, constructive comment:",boredom,3
need more teaching.,"any further, constructive comment:",acceptance,2
"the pace is steady, but sometimes a bit too slow.",what changes would you recommend to improve this course?,boredom,3
his dad jokes,what did you like least about your instructor is teaching?,boredom,3
the boring slides were predictable.,what did you like best about your instructor is teaching?,boredom,3
some classes feel like they move too slow and repetitive.,"any further, constructive comment:",boredom,3
the class was fun and engaging every session.,what changes would you recommend to improve this course?,joy,0
"if anything, i wished we had even more lessons.",what did you like least about your instructor is teaching?,satisfaction,1
"the class is fine, but occasionally i feel bored during lectures.",what changes would you recommend to improve this course?,boredom,3
the class feels tiring when it’s just one-way talking.,"any further, constructive comment:",boredom,3
"i liked how there wasn’t much activity, just plain lectures.",what did you like best about your instructor is teaching?,boredom,3
the only small complaint: i wanted more live demos because they were fun.,what did you like least about your instructor is teaching?,joy,0
could include short games or puzzles related to the topic.,what changes would you recommend to improve this course?,boredom,3
adding small exercises could make the class engaging.,what changes would you recommend to improve this course?,boredom,3
the class is well-structured; including short interactive activities could be fun.,what changes would you recommend to improve this course?,satisfaction,1
the teaching style made me feel like i was just memorizing words.,what did you like best about your instructor is teaching?,disappointment,4
it is good as it gets,what changes would you recommend to improve this course?,satisfaction,1
better teaching,what changes would you recommend to improve this course?,acceptance,2
i appreciated the long pauses—it gave me time to zone out.,what did you like best about your instructor is teaching?,boredom,3
do not really rely the topics in wadwhani,what changes would you recommend to improve this course?,disappointment,4
"some lessons were complex, but they were clarified well.",what did you like least about your instructor is teaching?,acceptance,2
too much information and almost no time for students to have a time to let the informations sink in to our minds....,what did you like least about your instructor is teaching?,disappointment,4
i didn’t dislike anything; every class was full of warmth.,what did you like least about your instructor is teaching?,joy,0
the way the lessons are taught makes the course fun.,what changes would you recommend to improve this course?,joy,0
the monotone delivery makes me feel sleepy even if the content is important.,"any further, constructive comment:",boredom,3
attend more classes.,"any further, constructive comment:",disappointment,4
you made the class fun and easy to engage in.,"any further, constructive comment:",joy,0
"i liked how quiet the lessons were, though dull.",what did you like best about your instructor is teaching?,boredom,3
i can’t think of any part i liked.,what did you like best about your instructor is teaching?,disappointment,4
it sometimes feels like time passes so slowly in class.,"any further, constructive comment:",boredom,3
"i understand the methods used, though they can be improved for better engagement.","any further, constructive comment:",acceptance,2
i hope she will change her teaching skills make it more bearable and give justice to the subject matter. i know she can do best!! :),"any further, constructive comment:",acceptance,2
"the classes feel stretched out, which makes me lose focus.","any further, constructive comment:",boredom,3
soft spoken,what did you like best about your instructor is teaching?,acceptance,2
very clear when discussing,what did you like best about your instructor is teaching?,joy,0
he is very knowledgeable in this field.,what did you like best about your instructor is teaching?,satisfaction,1
"the teaching was too dependent on slides, nothing to like.",what did you like best about your instructor is teaching?,disappointment,4
"i accept the traditional style, though mixing in new methods could make learning smoother.","any further, constructive comment:",acceptance,2
"sure im bias, i might get low grades but that is my fault. still, the only teacher that i may find his teaching method quite effective.","any further, constructive comment:",acceptance,2
thank you,"any further, constructive comment:",satisfaction,1
adapt new teaching method,what changes would you recommend to improve this course?,disappointment,4
the professor needs to up their voice more and be clearly heard,what changes would you recommend to improve this course?,acceptance,2
"i would recommend incorporating more engaging teaching methods to make the course more dynamic and interactive. for instance, integrating group discus...",what changes would you recommend to improve this course?,acceptance,2
this course gave me the tools and perspective necessary to grow as a programmer my own. i wish the curriculum just went a little bit faster,what changes would you recommend to improve this course?,boredom,3
i appreciate the consistency and effort put into every class session.,"any further, constructive comment:",satisfaction,1
i’m happy with this subject; more interactive polls or activities could be enjoyable.,what changes would you recommend to improve this course?,satisfaction,1
the least i liked was the shortage of class time.,what did you like least about your instructor is teaching?,joy,0
letting us explore on our own without guidance or headsup to our different path,what did you like least about your instructor is teaching?,disappointment,4
"it is difficult to pinpoint anything i disliked about my instructor. the course was well-structured. if i had to offer one suggestion, it might be face...",what did you like least about your instructor is teaching?,acceptance,2
.,what did you like best about your instructor is teaching?,joy,0
"honestly, nothing was worth appreciating.",what did you like best about your instructor is teaching?,disappointment,4
"im upset, i tried my best and i obviously did okay in terms of hands on activity, exam, and quizzes. (compared to my classmates [as far as i know but ...","any further, constructive comment:",disappointment,4
i don’t think there’s anything least liked.,what did you like least about your instructor is teaching?,satisfaction,1
hmm... i have no idea as well.,what did you like least about your instructor is teaching?,acceptance,2
quality teaching,what did you like best about your instructor is teaching?,satisfaction,1
the lectures could include more activities to keep students alert.,what changes would you recommend to improve this course?,boredom,3
"my overall experience was good. i suggest that instructors should discuss topics using simple terms, so it is easier for students to understand the top...","any further, constructive comment:",acceptance,2
i can’t think of a single thing that helped me.,what did you like best about your instructor is teaching?,disappointment,4
needs time to demonstrate especially situations in some every action like situation in a lesson that rarely happen but struggling to emphasize what is...,what did you like least about your instructor is teaching?,acceptance,2
"i’ve learned a lot while also having fun, which makes the subject memorable.","any further, constructive comment:",joy,0
"i understand that certain lessons need to be taught quickly, though a slower pace would be nice.","any further, constructive comment:",acceptance,2
"none, since for me he is a good teacher",what changes would you recommend to improve this course?,satisfaction,1
explains the topic really well,what did you like best about your instructor is teaching?,joy,0
"i liked when the teacher gave us space to work alone, because lectures didn’t help.",what did you like best about your instructor is teaching?,disappointment,4
"she explains well, interacts with interactive students also, she answers questions well. and what lessons she taught us would exactly come out of the ...",what did you like best about your instructor is teaching?,joy,0
excitement when teaching,what did you like best about your instructor is teaching?,joy,0
"there was too much memorization, but it trained me well.",what did you like least about your instructor is teaching?,acceptance,2
the only small gripe: i wished for extra reading recommendations because i loved the topic.,what did you like least about your instructor is teaching?,joy,0
better feedback to student work,"any further, constructive comment:",acceptance,2
keep up the good work sir,"any further, constructive comment:",satisfaction,1
nothing to complain about — the instructor was motivating.,what did you like least about your instructor is teaching?,joy,0
listening the whole time without doing makes me feel restless.,"any further, constructive comment:",boredom,3
"occasionally, i lose interest because the class is too calm.",what changes would you recommend to improve this course?,boredom,3
i honestly didn’t dislike any aspect.,what did you like least about your instructor is teaching?,satisfaction,1
tricky question that is hard to answer,what did you like least about your instructor is teaching?,acceptance,2
none it was a good class,what changes would you recommend to improve this course?,satisfaction,1
the lessons would be better with more variety instead of plain lectures.,"any further, constructive comment:",boredom,3
"not too hard exams, in the middle perhaps",what did you like best about your instructor is teaching?,acceptance,2
[professor] teaching is very fun and the activities are always engaging and relevant to the topic.,what did you like best about your instructor is teaching?,joy,0
none this perfect,what changes would you recommend to improve this course?,satisfaction,1
understanding towards students,what did you like best about your instructor is teaching?,acceptance,2
none it is perfect,what changes would you recommend to improve this course?,satisfaction,1
"exams were tough, but they reflected the lessons.",what did you like least about your instructor is teaching?,acceptance,2
none. i didn’t feel like i learned from the class.,what did you like best about your instructor is teaching?,disappointment,4
i can’t think of anything least liked—it was excellent.,what did you like least about your instructor is teaching?,satisfaction,1
best teacher so far,"any further, constructive comment:",joy,0
"activities should not just be about explaining each line of code. instead, there should be other ways to make this course engaging and fun so that stu...",what changes would you recommend to improve this course?,boredom,3
none it was good,what changes would you recommend to improve this course?,satisfaction,1
style of teaching,what did you like best about your instructor is teaching?,satisfaction,1
"none, he is fun and creative.",what did you like least about your instructor is teaching?,joy,0
nothing really stood out—it was disappointing overall.,what did you like best about your instructor is teaching?,disappointment,4
"what u deeply appreciate about his teaching is his unwavering commitment to punctuality and consistency, as he has never missed class. this reliabilit...",what did you like best about your instructor is teaching?,joy,0
its good as it is for now,what changes would you recommend to improve this course?,satisfaction,1
the visual aids and how experienced he is in his area of expertise in computer programming.,what did you like best about your instructor is teaching?,satisfaction,1
"[professor] thoroughly explains the instruction for every activity, making them simpler to comprehend and for us to be able to pass the activity on ti...",what did you like best about your instructor is teaching?,joy,0
the instructor is ability to breakdown difficult topics into simple examples was invaluable.,"any further, constructive comment:",satisfaction,1
sometimes examples are too detailed and slow down the class.,what changes would you recommend to improve this course?,boredom,3
being sarcastic.,what did you like least about your instructor is teaching?,disappointment,4
thank you sir,"any further, constructive comment:",joy,0
"i wouldn’t really say change, since the course was already good, but perhaps consistency and enhancement. keeping it fresh and practical by integratin...",what changes would you recommend to improve this course?,satisfaction,1
different approach to solving the theorem and a much more learnable method of instructions,what changes would you recommend to improve this course?,disappointment,4
the boring tone was almost soothing.,what did you like best about your instructor is teaching?,boredom,3
"we practice making,solving and how to implement an entity and attributes.",what did you like best about your instructor is teaching?,satisfaction,1
"if anything, the sessions felt too short because i was interested.",what did you like least about your instructor is teaching?,satisfaction,1
thank you sir for your overall effort,"any further, constructive comment:",joy,0
the instructor must speak louder and clearer.,what changes would you recommend to improve this course?,acceptance,2
reading through lengthy slides makes the class dull.,"any further, constructive comment:",boredom,3
loud voice,what did you like best about your instructor is teaching?,acceptance,2
"i accept the style of giving many readings, though i hope for more breakdowns next time.","any further, constructive comment:",acceptance,2
could benefit from short interactive exercises or polls.,what changes would you recommend to improve this course?,boredom,3
"she was our core/starter subject in first year, introduction to computing was her subject and computer programming 1 too i think and like for me it wa...",what changes would you recommend to improve this course?,disappointment,4
"you brought joy into every session, and i appreciate that.","any further, constructive comment:",joy,0
i really liked the balance between theory and practice in the course.,"any further, constructive comment:",satisfaction,1
make coding fun?,"any further, constructive comment:",acceptance,2
more hands on coding,what changes would you recommend to improve this course?,acceptance,2
nothing—it didn’t help with my learning.,what did you like best about your instructor is teaching?,disappointment,4
"the broad idea of topic he was teaching ,that can make students feel interested .",what did you like best about your instructor is teaching?,joy,0
"overall, i enjoyed the semester because of the well-structured and engaging lessons.","any further, constructive comment:",satisfaction,1
attentive,what did you like best about your instructor is teaching?,acceptance,2
the lack of energy makes me less motivated.,"any further, constructive comment:",boredom,3
none because its very easy to learn,what changes would you recommend to improve this course?,satisfaction,1
wala. perfect,what changes would you recommend to improve this course?,satisfaction,1
that is itt,"any further, constructive comment:",satisfaction,1
clearer discussions,what changes would you recommend to improve this course?,disappointment,4
"he explains well, a good bully also hahahaha which is fun cause it ease up the tension and nervousness. he elaborates stuff, answers question good. an...",what did you like best about your instructor is teaching?,joy,0
the only issue was wanting extra credit because the projects were so fun.,what did you like least about your instructor is teaching?,joy,0
all good!,"any further, constructive comment:",satisfaction,1
i didn’t find anything to dislike; it was all positive.,what did you like least about your instructor is teaching?,joy,0
"i expected better communication, but updates were often unclear or delayed.","any further, constructive comment:",disappointment,4
real-time learning examples.,what did you like best about your instructor is teaching?,joy,0
attitude,what did you like best about your instructor is teaching?,acceptance,2
being chill and strict/serious at the same time,what did you like best about your instructor is teaching?,acceptance,2
no negatives — the class genuinely made me excited about the subject.,what did you like least about your instructor is teaching?,joy,0
"i occasionally felt lost in discussions, but clarification was always given.",what did you like least about your instructor is teaching?,acceptance,2
"honestly, nothing at all—i appreciated the way everything was taught.",what did you like least about your instructor is teaching?,satisfaction,1
"""you are a great teacher! thank you","any further, constructive comment:",joy,0
the least was that there weren’t more sessions like this.,what did you like least about your instructor is teaching?,joy,0
wonderful experience...,"any further, constructive comment:",joy,0
more explanation,what changes would you recommend to improve this course?,acceptance,2
"i liked everything, so nothing to complain about.",what did you like least about your instructor is teaching?,satisfaction,1
time management of some instructors,what changes would you recommend to improve this course?,disappointment,4
no complaints — the teacher made complex things feel simple and joyful.,what did you like least about your instructor is teaching?,joy,0
"i can’t think of anything positive, the class felt like a waste of time.",what did you like best about your instructor is teaching?,disappointment,4
everything,what did you like best about your instructor is teaching?,satisfaction,1
his voice and student-teacher interaction,what did you like least about your instructor is teaching?,disappointment,4
everything felt right; i have no criticisms.,what did you like least about your instructor is teaching?,satisfaction,1
sometimes i get sleepy because the lectures are too calm.,what changes would you recommend to improve this course?,boredom,3
the only gripe: i wished we had more group activities because they were fun.,what did you like least about your instructor is teaching?,joy,0
very professional,what did you like best about your instructor is teaching?,satisfaction,1
he explains well and demonstrates a strong spiritual principles,what did you like best about your instructor is teaching?,acceptance,2
di namimigay mani si sir,what did you like least about your instructor is teaching?,disappointment,4
there is nothing i would recommend to improve regarding this course. the professor delivered the material with clarity and effectiveness and i gained ...,what changes would you recommend to improve this course?,satisfaction,1
-the instructor knows his subject very well and teaches us the knowledge he has including the basic. -the instructor gives us time to finish our proje...,what did you like best about your instructor is teaching?,satisfaction,1
sometimes the challenges get a bit too hard yet it is stilll a worthwhile class to be in,what did you like least about your instructor is teaching?,acceptance,2
the course is already excellent; very joyful experience.,what changes would you recommend to improve this course?,joy,0
short period of time for the activities,what did you like least about your instructor is teaching?,disappointment,4
group activities,what did you like best about your instructor is teaching?,acceptance,2
challenging activities,what did you like least about your instructor is teaching?,acceptance,2
try to be more energetic sir,"any further, constructive comment:",acceptance,2
"keep it up, sir!","any further, constructive comment:",joy,0
i wish there were more creative approaches to teaching.,"any further, constructive comment:",boredom,3
some lessons feel repetitive and lack excitement.,what changes would you recommend to improve this course?,boredom,3
"honestly, nothing impressed me with the teaching style.",what did you like best about your instructor is teaching?,disappointment,4
more hands on programming,what changes would you recommend to improve this course?,acceptance,2
"she could not attend the class multiple times, which led to me or us as a class doing self-studying",what did you like least about your instructor is teaching?,disappointment,4
very hands on,what did you like least about your instructor is teaching?,satisfaction,1
i loved the enjoyable and engaging projects.,what changes would you recommend to improve this course?,joy,0
adding brief discussions could make the class more engaging.,what changes would you recommend to improve this course?,boredom,3
"i will say she improved a lot now than how she was before, and im thinking its just cause she was pregnant that time, thats why she was so scary and gru...",what did you like least about your instructor is teaching?,acceptance,2
some parts of the power presentation(ppt) have a lot of pages that it makes it hard to understand in a single discussing.,what did you like least about your instructor is teaching?,disappointment,4
nothing at all—i was happy with the teaching.,what did you like least about your instructor is teaching?,satisfaction,1
it is easy to understand,what did you like least about your instructor is teaching?,joy,0
the difficulty of the subject,what changes would you recommend to improve this course?,disappointment,4
"just a small one, actually. i really appreciate how clear and concise [professor] slides are. it would be even better if he included step-by-step inst...",what changes would you recommend to improve this course?,satisfaction,1
discussions can be slightly too fast at times.,what did you like least about your instructor is teaching?,disappointment,4
i can’t find a flaw — the teaching was warm and inspiring.,what did you like least about your instructor is teaching?,joy,0
"i wish he would meet more but at times when he meets, it is worthwhile",what did you like least about your instructor is teaching?,acceptance,2
"thank you, sir <3","any further, constructive comment:",joy,0
the dull lectures meant i didn’t need to worry much.,what did you like best about your instructor is teaching?,boredom,3
chill and professional instructor,"any further, constructive comment:",satisfaction,1
that their delivery of the topic is not as dynamic and engaging reading the powerpoint on their laptop presented to us on the whiteboard via projector...,what did you like least about your instructor is teaching?,boredom,3
nothing. the teaching was rushed and unclear.,what did you like best about your instructor is teaching?,disappointment,4
"if i had to mention something, maybe i wished for even more interaction.",what did you like least about your instructor is teaching?,satisfaction,1
i can’t think of any negative points; i appreciated every lecture.,what did you like least about your instructor is teaching?,joy,0
"my overall experience was good. however, i suggest that instructors should give us easy to hard hands-on activites, so that the students would not be ...","any further, constructive comment:",acceptance,2
one of the best,"any further, constructive comment:",satisfaction,1
i loved the way lessons were taught; very joyful.,what changes would you recommend to improve this course?,joy,0
"it was difficult to keep up sometimes, but reviewing helped.",what did you like least about your instructor is teaching?,acceptance,2
there isn’t anything i could complain about.,what did you like least about your instructor is teaching?,satisfaction,1
the prayers before and after the class and the way he encourage the students,what did you like best about your instructor is teaching?,acceptance,2
they seldom meet and only teaches designing not the actual coding,what did you like least about your instructor is teaching?,disappointment,4
thats all,"any further, constructive comment:",satisfaction,1
adding quizzes or mini-challenges could make it more engaging.,what changes would you recommend to improve this course?,boredom,3
the least i liked was needing more time to discuss ideas because we ran out of time.,what did you like least about your instructor is teaching?,joy,0
teaching style,what did you like best about your instructor is teaching?,satisfaction,1
the course is good,what changes would you recommend to improve this course?,satisfaction,1
no complaints — the teacher’s passion made every lesson enjoyable.,what did you like least about your instructor is teaching?,joy,0
reduce work.,"any further, constructive comment:",acceptance,2
"nothing, since the instructor did not teach us anything from the start.",what did you like best about your instructor is teaching?,disappointment,4
on of my fav teacher,"any further, constructive comment:",joy,0
no complaints — each meeting felt lively and clear.,what did you like least about your instructor is teaching?,joy,0
"some topics felt rushed, but at least the essentials were covered.",what did you like least about your instructor is teaching?,acceptance,2
not showing up to classes when needed,what did you like least about your instructor is teaching?,disappointment,4
"honestly, i can’t say i liked any part of it.",what did you like best about your instructor is teaching?,disappointment,4
teaching about php programming,what did you like best about your instructor is teaching?,acceptance,2
to ease the tasks,what changes would you recommend to improve this course?,disappointment,4
"i see that the professor is very knowledgeable, but sometimes it’s hard to keep up with the flow.","any further, constructive comment:",acceptance,2
"the course was a joy to attend, full of interesting activities.",what changes would you recommend to improve this course?,joy,0
the instructor makes lessons entertaining and informative.,what changes would you recommend to improve this course?,joy,0
