feedback_text,question,question_num,emotion
"more group rating please, some groupings have unfair members","Any further, constructive comment:",Q4,disappointment
I’m satisfied; the course is joyful as it is.,What changes would you recommend to improve this course?,Q1,joy
Too fast in teaching sometimes,What did you like least about your instructor's teaching?,Q3,boredom
"The class sometimes moved quickly, but it was a good challenge.",What did you like least about your instructor's teaching?,Q3,acceptance
The course is fun and inspiring.,What changes would you recommend to improve this course?,Q1,joy
Meet us,"Any further, constructive comment:",Q4,disappointment
Instructor should be able to meet the class most of the time. The instructor's frequent absences has gotten to the point that even other instructors a...,"Any further, constructive comment:",Q4,disappointment
"Nothing, except that I had more free time due to lack of teaching.",What did you like best about your instructor's teaching?,Q2,disappointment
"The teaching style is consistent, but sometimes it feels repetitive.","Any further, constructive comment:",Q4,boredom
I appreciated that I could catch up on sleep during the long talks.,What did you like best about your instructor's teaching?,Q2,boredom
The monotone delivery was so calming it almost felt like nap time.,What did you like best about your instructor's teaching?,Q2,boredom
Long lecture hours make me tired and lose interest.,"Any further, constructive comment:",Q4,boredom
More time since summer has a shorter length for classes compared to normal semester,What changes would you recommend to improve this course?,Q1,acceptance
The difficulty of the subject,What changes would you recommend to improve this course?,Q1,disappointment
she gave us many activities,What did you like least about your instructor's teaching?,Q3,acceptance
very clear and concise in teaching,"Any further, constructive comment:",Q4,satisfaction
"That they relate the previous topic discussed to the current topic, it helps us students refresh ourselves and connect the dots to the current topic.",What did you like best about your instructor's teaching?,Q2,joy
Could use more examples from real-life applications.,What changes would you recommend to improve this course?,Q1,boredom
Maybe the only downside is that I wanted more practice work.,What did you like least about your instructor's teaching?,Q3,satisfaction
"Not all slides were finished, but the key ideas were covered.",What did you like least about your instructor's teaching?,Q3,acceptance
I didn’t dislike anything; every meeting was positive and clear.,What did you like least about your instructor's teaching?,Q3,joy
The monotone made the class feel longer than it was.,What did you like least about your instructor's teaching?,Q3,boredom
"The content is good, but the delivery feels slow at times.",What changes would you recommend to improve this course?,Q1,boredom
Sometimes gives unprofessional criticism,"Any further, constructive comment:",Q4,disappointment
More interactions and solving,What changes would you recommend to improve this course?,Q1,acceptance
his real life examples connected to the lesson/discussion,What did you like best about your instructor's teaching?,Q2,acceptance
"chill time probably. what i mean with that is like, not just read all and explain all topics, but like take his time to actually consider if the stude...",What changes would you recommend to improve this course?,Q1,acceptance
"Technical glitches happened, but the lessons continued.",What did you like least about your instructor's teaching?,Q3,acceptance
It felt like there was no change in rhythm.,What did you like least about your instructor's teaching?,Q3,boredom
not meeting us,What did you like least about your instructor's teaching?,Q3,disappointment
I didn’t see anything worth liking about the teaching approach.,What did you like best about your instructor's teaching?,Q2,disappointment
Lahat,What did you like best about your instructor's teaching?,Q2,satisfaction
It’s boring when the professor just sticks to slides.,"Any further, constructive comment:",Q4,boredom
Can't properly hear his voice sometimes,What did you like least about your instructor's teaching?,Q3,disappointment
I find it boring when everything is explained the same way.,"Any further, constructive comment:",Q4,boredom
Good Job,"Any further, constructive comment:",Q4,joy
Keep up the good work sir!!,"Any further, constructive comment:",Q4,satisfaction
"It would have been better if the instructor did not gatekeep information like documentation outline, announcements, project criteria, etc. It would he...","Any further, constructive comment:",Q4,disappointment
letting us know the exact time of our class meeting,What changes would you recommend to improve this course?,Q1,acceptance
You made it fun to come to class even on tough days.,"Any further, constructive comment:",Q4,joy
"this instructor doesnt have respect for her students and unreliable when it comes to consultations. rarely provides useful info in defenses, and focus...","Any further, constructive comment:",Q4,disappointment
His teaching also,What did you like best about your instructor's teaching?,Q2,satisfaction
"Some lessons feel slow, making it harder to stay attentive.",What changes would you recommend to improve this course?,Q1,boredom
I didn’t find any part of the teaching style unhelpful.,What did you like least about your instructor's teaching?,Q3,satisfaction
"Nothing, the outline is good",What changes would you recommend to improve this course?,Q1,satisfaction
"maybe less on the presentation reading, and the surprise big exams.","Any further, constructive comment:",Q4,acceptance
I really enjoyed every assignment and project.,What changes would you recommend to improve this course?,Q1,joy
The way the lessons are taught makes the course fun.,What changes would you recommend to improve this course?,Q1,joy
How our instructor answer all the question that were asked by the students,What did you like best about your instructor's teaching?,Q2,satisfaction
The course could be more fun if there were activities to break the monotony.,"Any further, constructive comment:",Q4,boredom
It was a good enough class with a lot of learning moments.,"Any further, constructive comment:",Q4,satisfaction
I get distracted easily when the lectures feel too long.,"Any further, constructive comment:",Q4,boredom
The class was amazing,"Any further, constructive comment:",Q4,satisfaction
The instructor makes learning enjoyable and effective.,What changes would you recommend to improve this course?,Q1,joy
Using coursera for better student understanding,What did you like best about your instructor's teaching?,Q2,satisfaction
The style of teaching made me feel disconnected.,What did you like least about your instructor's teaching?,Q3,boredom
The instructor makes learning fun and exciting.,What changes would you recommend to improve this course?,Q1,joy
"My overall experience was good. However, I suggest that instructor should have been discussed the topics thoroughly.","Any further, constructive comment:",Q4,acceptance
I really enjoyed the projects; they were challenging but fun.,What changes would you recommend to improve this course?,Q1,joy
thank you sir,"Any further, constructive comment:",Q4,joy
"she doesnt care as much, like she's fine with people at the back talking or sleeping, and not participating at all. i cant blame them though since its...",What did you like least about your instructor's teaching?,Q3,disappointment
"The activities given (e.g infographics, documentations, and code)",What did you like best about your instructor's teaching?,Q2,joy
Be more active in teaching,"Any further, constructive comment:",Q4,acceptance
taught the lessons very well and give extensions on project deadlines,What did you like best about your instructor's teaching?,Q2,joy
The teaching style was boring and unhelpful.,What did you like best about your instructor's teaching?,Q2,disappointment
The lessons were clear and enjoyable at the same time.,"Any further, constructive comment:",Q4,joy
"I accept that not all classes will be fun, though this one was still informative.","Any further, constructive comment:",Q4,acceptance
It gets boring when there’s no student participation.,"Any further, constructive comment:",Q4,boredom
Enjoyable learning.,What changes would you recommend to improve this course?,Q1,joy
The teaching style is very good; a recorded session for review would be a nice addition.,What changes would you recommend to improve this course?,Q1,satisfaction
"The slides were neat, but they didn’t really teach us.",What did you like best about your instructor's teaching?,Q2,disappointment
Provides learning source,What did you like best about your instructor's teaching?,Q2,acceptance
Show up more,What changes would you recommend to improve this course?,Q1,disappointment
"What I liked best was how the class always felt the same, even if dull.",What did you like best about your instructor's teaching?,Q2,boredom
No negatives — I left class excited every time.,What did you like least about your instructor's teaching?,Q3,joy
"tbh, there's nothing he's just good at teaching",What changes would you recommend to improve this course?,Q1,satisfaction
All good!,"Any further, constructive comment:",Q4,satisfaction
"The pace was good, I have no complaints.",What did you like least about your instructor's teaching?,Q3,satisfaction
I had fun learning because of how interactive the lessons were.,"Any further, constructive comment:",Q4,joy
Wonderful Experience...,"Any further, constructive comment:",Q4,joy
Sometimes I wish there were more interactive sessions.,What changes would you recommend to improve this course?,Q1,boredom
She's strict when it comes to midterm/final exam,What did you like best about your instructor's teaching?,Q2,acceptance
Teach and explain the topic properly,What changes would you recommend to improve this course?,Q1,disappointment
sometimes she goes missing,What did you like least about your instructor's teaching?,Q3,disappointment
thanks sir [PROFESSOR]! <3,"Any further, constructive comment:",Q4,joy
I can’t think of anything least liked—it was excellent.,What did you like least about your instructor's teaching?,Q3,satisfaction
Nothing since the course was able to teach the important topics well.,What changes would you recommend to improve this course?,Q1,satisfaction
"Discussions went off-topic sometimes, but the stories were inspiring.",What did you like least about your instructor's teaching?,Q3,acceptance
I just hope [PROFESSOR] will provide us more ideas or scenarios which we can apply our learnings.,What changes would you recommend to improve this course?,Q1,disappointment
more hands on experience,What changes would you recommend to improve this course?,Q1,acceptance
I like how sir stilll implements prayers before and after class,What did you like best about your instructor's teaching?,Q2,acceptance
"Not sure, But keeping it on heavy practical activities is a good thing. ",What changes would you recommend to improve this course?,Q1,acceptance
"Nothing much, he is doing his part very well throughout the whole semester","Any further, constructive comment:",Q4,satisfaction
Could include challenges or puzzles to make it interesting.,What changes would you recommend to improve this course?,Q1,boredom
The class sometimes felt draining without energy.,What did you like least about your instructor's teaching?,Q3,boredom
Needs time to demonstrate especially situations in some every action like situation in a lesson that rarely happen but struggling to emphasize what is...,What did you like least about your instructor's teaching?,Q3,acceptance
interactive classes during laboratories,What did you like best about your instructor's teaching?,Q2,satisfaction
The lessons are useful but taught in a way that feels too heavy.,"Any further, constructive comment:",Q4,boredom
Easy to undertand,What did you like best about your instructor's teaching?,Q2,joy
More related activities,What changes would you recommend to improve this course?,Q1,acceptance
"Honestly, nothing impressed me with the teaching style.",What did you like best about your instructor's teaching?,Q2,disappointment
I loved how engaging the lectures were.,What changes would you recommend to improve this course?,Q1,joy
The least I liked was only having one semester of this great teaching.,What did you like least about your instructor's teaching?,Q3,joy
"I liked how there wasn’t much activity, just plain lectures.",What did you like best about your instructor's teaching?,Q2,boredom
"The pace is steady, but sometimes a bit too slow.",What changes would you recommend to improve this course?,Q1,boredom
Nothing really stood out; I felt like I didn’t learn anything new.,What did you like best about your instructor's teaching?,Q2,disappointment
I feel drowsy with the current lecture style.,"Any further, constructive comment:",Q4,boredom
He only do reporting but gives us enough time to do our reports,What did you like best about your instructor's teaching?,Q2,acceptance
"open-communication between the teacher and the students, and interactive discussions",What changes would you recommend to improve this course?,Q1,disappointment
The course is already excellent and enjoyable.,What changes would you recommend to improve this course?,Q1,joy
I enjoyed the hands-on and interactive exercises.,What changes would you recommend to improve this course?,Q1,joy
"Some questions were tricky, but they made me think.",What did you like least about your instructor's teaching?,Q3,acceptance
Teaching style,What did you like least about your instructor's teaching?,Q3,disappointment
Thank you for making the lessons something to look forward to.,"Any further, constructive comment:",Q4,joy
The only issue: I wanted more peer discussions because they were productive.,What did you like least about your instructor's teaching?,Q3,joy
The only “problem” was that I smiled through most lectures.,What did you like least about your instructor's teaching?,Q3,joy
"Some projects were difficult, but they were very rewarding.",What did you like least about your instructor's teaching?,Q3,acceptance
"The course was already tough, so clearer guidance and responsiveness would’ve helped a lot, especially when new deliverables were introduced close to ...","Any further, constructive comment:",Q4,disappointment
nice insteuctor,"Any further, constructive comment:",Q4,joy
You are one of the reasons I enjoyed this semester so much.,"Any further, constructive comment:",Q4,joy
I liked the course very much; more visuals or diagrams would enhance learning.,What changes would you recommend to improve this course?,Q1,satisfaction
No change is the best,What changes would you recommend to improve this course?,Q1,satisfaction
Reading through lengthy slides makes the class dull.,"Any further, constructive comment:",Q4,boredom
Thank you,"Any further, constructive comment:",Q4,satisfaction
The Task he gives,What did you like best about your instructor's teaching?,Q2,acceptance
"he explains well, a good bully also HAHAHAHA which is fun cause it ease up the tension and nervousness. he elaborates stuff, answers question good. an...",What did you like best about your instructor's teaching?,Q2,joy
Longer time frame.,What changes would you recommend to improve this course?,Q1,acceptance
I really admire your ability to simplify complex lessons while keeping it fun.,"Any further, constructive comment:",Q4,joy
N/A - I find the course to be well-designed and effective as it is. No changes are necessary.,What changes would you recommend to improve this course?,Q1,satisfaction
Straightforward and not friendly so we can focus more on the subject,What did you like best about your instructor's teaching?,Q2,acceptance
"If I had to choose, maybe the lectures were so engaging that breaks felt too short.",What did you like least about your instructor's teaching?,Q3,satisfaction
Giving real-life situations and examples.,What did you like best about your instructor's teaching?,Q2,joy
"Congrats sir on being the new adviser sa upcoming school year!! Youre a good teacher, pero sa sobrang chill mo sir nagiging tamad ka magturo minsan 😞😞","Any further, constructive comment:",Q4,joy
teaching pace,What did you like best about your instructor's teaching?,Q2,acceptance
"The course was absorbed by the students pretty good, it met the standard of the course.",What changes would you recommend to improve this course?,Q1,satisfaction
"The best part was how unexciting everything was, no pressure.",What did you like best about your instructor's teaching?,Q2,boredom
The first day when explaining the syntax,What did you like best about your instructor's teaching?,Q2,acceptance
Maybe the only issue is I wanted more topics covered.,What did you like least about your instructor's teaching?,Q3,satisfaction
I can’t think of anything least liked.,What did you like least about your instructor's teaching?,Q3,satisfaction
"Group presentations were nerve-wracking, but they built confidence.",What did you like least about your instructor's teaching?,Q3,acceptance
Lacks of excitement,What did you like least about your instructor's teaching?,Q3,boredom
The boring style gave me extra time to think.,What did you like best about your instructor's teaching?,Q2,boredom
"It would be nice if there were more activities, because just listening gets boring.","Any further, constructive comment:",Q4,boredom
I'm not sure. Maybe the pressuring of leading the class prayer,What did you like least about your instructor's teaching?,Q3,acceptance
Gives ample time to work on something,What did you like best about your instructor's teaching?,Q2,acceptance
More hands-on tasks could help reduce boredom.,What changes would you recommend to improve this course?,Q1,boredom
Explained very carefully and gave examples or situations,What did you like best about your instructor's teaching?,Q2,joy
His announcing time if he cannot meet the class,What did you like least about your instructor's teaching?,Q3,acceptance
Meet the students more,What changes would you recommend to improve this course?,Q1,disappointment
Everything,What did you like best about your instructor's teaching?,Q2,satisfaction
Actually teaching,What changes would you recommend to improve this course?,Q1,disappointment
I loved how the instructor makes learning fun.,What changes would you recommend to improve this course?,Q1,joy
Need previous knowledge to understand,What did you like least about your instructor's teaching?,Q3,disappointment
The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,"Any further, constructive comment:",Q4,satisfaction
"How brief, concise, yet still understandable and easy to sync in His lessons are",What did you like best about your instructor's teaching?,Q2,joy
Could include quizzes or challenges to keep interest.,What changes would you recommend to improve this course?,Q1,boredom
Better teaching quality,What changes would you recommend to improve this course?,Q1,acceptance
On time,What did you like best about your instructor's teaching?,Q2,acceptance
The exams/quizzes can be tough.,What did you like least about your instructor's teaching?,Q3,acceptance
Nothing—it was a smooth and enjoyable class.,What did you like least about your instructor's teaching?,Q3,satisfaction
I can’t point to anything — the course was motivating throughout.,What did you like least about your instructor's teaching?,Q3,joy
The activities were fun and educational.,What changes would you recommend to improve this course?,Q1,joy
I can’t think of any positive takeaway.,What did you like best about your instructor's teaching?,Q2,disappointment
she great,"Any further, constructive comment:",Q4,satisfaction
"If anything, I just wished we had more class meetings.",What did you like least about your instructor's teaching?,Q3,satisfaction
Could include fun coding challenges to keep students engaged.,What changes would you recommend to improve this course?,Q1,boredom
Your approachable personality made learning an enjoyable journey.,"Any further, constructive comment:",Q4,joy
Rarely attend classes,What did you like least about your instructor's teaching?,Q3,disappointment
its good as it is for now,What changes would you recommend to improve this course?,Q1,satisfaction
"Nothing I can think of, it was a very positive experience.",What did you like least about your instructor's teaching?,Q3,satisfaction
Some explanations feel too long and detailed.,What changes would you recommend to improve this course?,Q1,boredom
"Some lectures feel repetitive, making it hard to focus.",What changes would you recommend to improve this course?,Q1,boredom
"he explains topic well and responds to questions that are being asked. i also kind of like that he uses literal word for word from modules to exam, bu...",What did you like best about your instructor's teaching?,Q2,disappointment
"Some lessons were theory-heavy, but they’re still important.",What did you like least about your instructor's teaching?,Q3,acceptance
Some lessons feel like we’re covering the same thing multiple times.,What changes would you recommend to improve this course?,Q1,boredom
"im upset, i tried my best and i obviously did okay in terms of hands on activity, exam, and quizzes. (compared to my classmates [as far as i know but ...","Any further, constructive comment:",Q4,disappointment
Everything was great; nothing negative comes to mind.,What did you like least about your instructor's teaching?,Q3,satisfaction
It’s disheartening to see students’ efforts wasted because of unclear grading.,"Any further, constructive comment:",Q4,disappointment
The endless talking gave me time to think about lunch.,What did you like best about your instructor's teaching?,Q2,boredom
"The boring teaching made time crawl, but it was simple.",What did you like best about your instructor's teaching?,Q2,boredom
Passion for teaching,What did you like best about your instructor's teaching?,Q2,joy
THANKYOU SIR FOR TEACHING US 💟,"Any further, constructive comment:",Q4,joy
He can give information about the lessons and it's easy to understand,What did you like best about your instructor's teaching?,Q2,joy
Their tone of speaking,What did you like best about your instructor's teaching?,Q2,acceptance
"More hands-on activities and a slower pace would help us understand better.
","Any further, constructive comment:",Q4,acceptance
it would be better to focus more on difficult and extensive lessons,What did you like least about your instructor's teaching?,Q3,acceptance
No complaints — each meeting felt lively and clear.,What did you like least about your instructor's teaching?,Q3,joy
freedom,What did you like best about your instructor's teaching?,Q2,acceptance
Maybe attend the class and teach students even a little regarding the project?,What changes would you recommend to improve this course?,Q1,disappointment
the course gives us more valuable insights about ethics in comouting studies,"Any further, constructive comment:",Q4,satisfaction
"I understand the effort behind detailed slides, though sometimes they’re overwhelming.","Any further, constructive comment:",Q4,acceptance
It is good as it gets,What changes would you recommend to improve this course?,Q1,satisfaction
Sometimes I feel like the lectures go on forever.,"Any further, constructive comment:",Q4,boredom
"Nothing, the teaching was ineffective.",What did you like best about your instructor's teaching?,Q2,disappointment
I liked that I could sit through the boring lessons without pressure.,What did you like best about your instructor's teaching?,Q2,boredom
The lack of variety in teaching style makes the subject less exciting.,"Any further, constructive comment:",Q4,boredom
The least was that I wished the semester were longer.,What did you like least about your instructor's teaching?,Q3,joy
"None, since for me he is a good teacher ",What changes would you recommend to improve this course?,Q1,satisfaction
uses ppt is okay,What did you like best about your instructor's teaching?,Q2,acceptance
"Honestly, I found nothing to appreciate in the teaching.",What did you like best about your instructor's teaching?,Q2,disappointment
I liked how quiet the class was since the teaching wasn’t effective.,What did you like best about your instructor's teaching?,Q2,disappointment
More hands on work than just lectures .,"Any further, constructive comment:",Q4,disappointment
Sometimes it was more reading than actual teaching.,What did you like least about your instructor's teaching?,Q3,boredom
I appreciate the professor’s dedication even when time constraints make it hard to cover everything deeply.,"Any further, constructive comment:",Q4,acceptance
"The course was a joy to attend, full of interesting activities.",What changes would you recommend to improve this course?,Q1,joy
Not meeting classes,What did you like least about your instructor's teaching?,Q3,disappointment
"Nothing, [PROFESSOR] is already perfect",What changes would you recommend to improve this course?,Q1,satisfaction
The only downside: I wanted more office chats — the instructor’s advice was motivating.,What did you like least about your instructor's teaching?,Q3,joy
Advance study could be conducted in this course,"Any further, constructive comment:",Q4,acceptance
Nothing bothered me about the way the instructor taught.,What did you like least about your instructor's teaching?,Q3,satisfaction
few f2f class,What did you like least about your instructor's teaching?,Q3,disappointment
"None. Well, his time was originally meant only for the lab, so we're really thankful that he takes the time to lecture with us and trusts our ability ...",What did you like least about your instructor's teaching?,Q3,acceptance
The examples used in class were relevant and easy to relate to real life.,"Any further, constructive comment:",Q4,satisfaction
[PROFESSOR] is very good at teaching the subject.,What did you like best about your instructor's teaching?,Q2,joy
I enjoy the activities but I hope there can be more detailed explanations of the topics before we start. It would help us understand better.,"Any further, constructive comment:",Q4,acceptance
"Nothing, really. Sir Ceed is already doing great! (Goated Master)",What changes would you recommend to improve this course?,Q1,satisfaction
I was discouraged when the professor’s tone felt dismissive of students’ concerns.,"Any further, constructive comment:",Q4,disappointment
I often get lost when there’s no variety in the discussion.,"Any further, constructive comment:",Q4,boredom
keep up the good work sir! thank you.,"Any further, constructive comment:",Q4,satisfaction
The class is enjoyable and interactive.,What changes would you recommend to improve this course?,Q1,joy
Some of the lesson he teach,What did you like best about your instructor's teaching?,Q2,satisfaction
Everything is great; I wouldn’t change a thing.,What changes would you recommend to improve this course?,Q1,joy
"None, because [PROFESSORS] teaching is already great.",What changes would you recommend to improve this course?,Q1,satisfaction
not that engaging,What did you like least about your instructor's teaching?,Q3,boredom
"I liked everything, so nothing to complain about.",What did you like least about your instructor's teaching?,Q3,satisfaction
More interactive exercises would make it even better.,What changes would you recommend to improve this course?,Q1,joy
I loved participating in class activities.,What changes would you recommend to improve this course?,Q1,joy
I liked that I didn’t have to put in much focus.,What did you like best about your instructor's teaching?,Q2,boredom
engaging,What did you like best about your instructor's teaching?,Q2,satisfaction
"I saw her efforts on her teachings the subject matter, but I do recommend to give more passion, deep explanations of the topic and make it more be fun...",What changes would you recommend to improve this course?,Q1,acceptance
None at all. I just hope [PROFESSOR] will come in on time more often.,What changes would you recommend to improve this course?,Q1,disappointment
I liked the whole teaching style.,What did you like least about your instructor's teaching?,Q3,satisfaction
"The materials he used, the way he teached, and the assessment material he provided.",What did you like least about your instructor's teaching?,Q3,disappointment
I can’t find a flaw — the teaching was warm and inspiring.,What did you like least about your instructor's teaching?,Q3,joy
Sometimes there are on the spot changes but its fine becuase sometimes those were emergencies,What did you like least about your instructor's teaching?,Q3,acceptance
The way he presented sometimes made the room feel sleepy.,What did you like least about your instructor's teaching?,Q3,boredom
Everything was excellent—I can’t say otherwise.,What did you like least about your instructor's teaching?,Q3,satisfaction
"I respect the teaching strategy, though I think more feedback on outputs would help students improve.","Any further, constructive comment:",Q4,acceptance
Advance the lessons and give more time to teach,What changes would you recommend to improve this course?,Q1,disappointment
"I like how our instructor communicates clearly and delivers lessons effectively, making the topics easy to understand and engaging.",What did you like best about your instructor's teaching?,Q2,joy
"i also remember there was a time when he promised our group that he would send an example or some kind of reference to help us with our system, but he...","Any further, constructive comment:",Q4,disappointment
but overall they are always there to give full support as they can for us to nake our system works well,"Any further, constructive comment:",Q4,satisfaction
Sometimes it felt repetitive going through the same routine.,What did you like least about your instructor's teaching?,Q3,boredom
I’m happy with the learning experience; more collaboration tasks could make it enjoyable.,What changes would you recommend to improve this course?,Q1,satisfaction
"Exams were tough, but they reflected the lessons.",What did you like least about your instructor's teaching?,Q3,acceptance
Personality,What did you like best about your instructor's teaching?,Q2,acceptance
More hands on programming,What changes would you recommend to improve this course?,Q1,acceptance
Nothing stood out as a problem.,What did you like least about your instructor's teaching?,Q3,satisfaction
I liked that the subject was always presented in the same dull way.,What did you like best about your instructor's teaching?,Q2,boredom
I liked that the pace never changed.,What did you like best about your instructor's teaching?,Q2,boredom
The lack of energy in discussions makes it boring sometimes.,"Any further, constructive comment:",Q4,boredom
"Everything was helpful, nothing negative to say.",What did you like least about your instructor's teaching?,Q3,satisfaction
no changes needed,What changes would you recommend to improve this course?,Q1,satisfaction
Teaching is excellent; a little more time for discussion would be great.,What changes would you recommend to improve this course?,Q1,satisfaction
The course is enjoyable and well-organized.,What changes would you recommend to improve this course?,Q1,joy
Thank you for always keeping the class environment light and fun!,"Any further, constructive comment:",Q4,joy
The subject feels less exciting when taught this way.,"Any further, constructive comment:",Q4,boredom
Sir [PROFESSOR] da goat,"Any further, constructive comment:",Q4,joy
"The workload felt heavy, but it built resilience.",What did you like least about your instructor's teaching?,Q3,acceptance
I don’t have any complaints — I looked forward to every lecture.,What did you like least about your instructor's teaching?,Q3,joy
"
The way she teaches us. Her approach. ",What did you like best about your instructor's teaching?,Q2,satisfaction
The classes were on time and some were dismissed like 30 minutes early.,What did you like best about your instructor's teaching?,Q2,satisfaction
"Overall, the lack of commitment from the professor made the subject disappointing.","Any further, constructive comment:",Q4,disappointment
Personality,What did you like best about your instructor's teaching?,Q2,acceptance
Your encouragement always made me feel confident in class.,"Any further, constructive comment:",Q4,joy
The only downside was that I always wanted more time to learn from him.,What did you like least about your instructor's teaching?,Q3,satisfaction
I tend to get bored when it’s just reading slides.,"Any further, constructive comment:",Q4,boredom
Napakagaling ni [PROFESSOR]!,"Any further, constructive comment:",Q4,satisfaction
HANDS ON PRACTICE OF DATABASE QUERY,What changes would you recommend to improve this course?,Q1,disappointment
"The class could have been more fun, but instead it felt draining.","Any further, constructive comment:",Q4,disappointment
The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,"Any further, constructive comment:",Q4,satisfaction
"Thank ma'am [PROFESSOR], for always answering our questions regarding our capstone project.","Any further, constructive comment:",Q4,joy
The only “problem” was enjoying class so much I lost track of time.,What did you like least about your instructor's teaching?,Q3,joy
"The only thing I liked was the slides being available, but they weren’t explained.",What did you like best about your instructor's teaching?,Q2,disappointment
All good! I enjoyed learning with Sir [PROFESSOR]!,"Any further, constructive comment:",Q4,satisfaction
A bit more energy in teaching could make the lessons livelier.,What changes would you recommend to improve this course?,Q1,boredom
Sometimes the lessons feel slow and repetitive.,What changes would you recommend to improve this course?,Q1,boredom
He gives enough information about the topics,What did you like best about your instructor's teaching?,Q2,satisfaction
"Occasionally, the class feels too calm and monotonous.",What changes would you recommend to improve this course?,Q1,boredom
"There were many readings, but they were informative.",What did you like least about your instructor's teaching?,Q3,acceptance
The boring explanations were predictable.,What did you like best about your instructor's teaching?,Q2,boredom
Nothing so far everything was handled perfectly,What changes would you recommend to improve this course?,Q1,satisfaction
Improve teaching,What changes would you recommend to improve this course?,Q1,disappointment
Dont explain much and mabilis minsan mag discuss,What did you like least about your instructor's teaching?,Q3,disappointment
Sometimes I wished the discussions would continue longer.,What did you like least about your instructor's teaching?,Q3,satisfaction
Don't depend fully on group presentation,What changes would you recommend to improve this course?,Q1,disappointment
attidude,What did you like best about your instructor's teaching?,Q2,acceptance
It was hard to stay interested because the lectures felt flat.,What did you like least about your instructor's teaching?,Q3,boredom
im satisfied,"Any further, constructive comment:",Q4,satisfaction
The professor makes the course lively and motivating.,What changes would you recommend to improve this course?,Q1,joy
The dullness made the class strangely peaceful.,What did you like best about your instructor's teaching?,Q2,boredom
Bit more explanation in understanding rather than the text book definition,What changes would you recommend to improve this course?,Q1,disappointment
Online Learning Method,What did you like best about your instructor's teaching?,Q2,satisfaction
"More laboratory time than lec, because we learn more in doing than reading",What changes would you recommend to improve this course?,Q1,acceptance
No complaints — the instructor’s humor made learning delightful.,What did you like least about your instructor's teaching?,Q3,joy
Approachable,What did you like best about your instructor's teaching?,Q2,satisfaction
Nothing. The teaching was rushed and unclear.,What did you like best about your instructor's teaching?,Q2,disappointment
"More discussions, and hands on practices coding and guided learning.","Any further, constructive comment:",Q4,disappointment
"I really hope he doesnt do that again, the time when he got upset because half of the class didnt show up (thinking he wouldn’t come that day). As a r...","Any further, constructive comment:",Q4,disappointment
"I liked the quiet, it made it easier to think of other things.",What did you like best about your instructor's teaching?,Q2,boredom
I hope he talks slowly but well explained,"Any further, constructive comment:",Q4,acceptance
Nothing really stood out—it was disappointing overall.,What did you like best about your instructor's teaching?,Q2,disappointment
His live examples,What did you like best about your instructor's teaching?,Q2,satisfaction
let us use the computer while learning how to code,What changes would you recommend to improve this course?,Q1,acceptance
Some lessons feel redundant and slow.,What changes would you recommend to improve this course?,Q1,boredom
Stay connected with the students and have a good relationship,"Any further, constructive comment:",Q4,joy
The instructor allows us to explore on our own,What did you like best about your instructor's teaching?,Q2,satisfaction
"Nothing, the standard is met and exceeded.",What did you like least about your instructor's teaching?,Q3,satisfaction
Nothing major—everything was organized and clear.,What did you like least about your instructor's teaching?,Q3,satisfaction
I liked that the class didn’t change its boring routine.,What did you like best about your instructor's teaching?,Q2,boredom
The energy level in class was often low.,What did you like least about your instructor's teaching?,Q3,boredom
"Responses online were sometimes delayed, but eventually always given.",What did you like least about your instructor's teaching?,Q3,acceptance
The way lessons were explained made even the hardest topics easy to follow.,"Any further, constructive comment:",Q4,satisfaction
"The approach was very serious, but I learned a lot.",What did you like least about your instructor's teaching?,Q3,acceptance
"Activities took a lot of time, but they were valuable.",What did you like least about your instructor's teaching?,Q3,acceptance
The learning experience was joyful and inspiring.,What changes would you recommend to improve this course?,Q1,joy
it is His empathy toward the students,What did you like best about your instructor's teaching?,Q2,acceptance
I had fun learning new topics in this course.,What changes would you recommend to improve this course?,Q1,joy
I liked how flat the lessons felt.,What did you like best about your instructor's teaching?,Q2,boredom
"There was too much memorization, but it trained me well.",What did you like least about your instructor's teaching?,Q3,acceptance
Nothing much this is the best,What changes would you recommend to improve this course?,Q1,satisfaction
Additional information and lab activities.,What did you like best about your instructor's teaching?,Q2,satisfaction
More actual coding,What changes would you recommend to improve this course?,Q1,acceptance
"Some classes ended late, but we learned more that way.",What did you like least about your instructor's teaching?,Q3,acceptance
The course is exciting; every session is interesting.,What changes would you recommend to improve this course?,Q1,joy
Everything good and great,What changes would you recommend to improve this course?,Q1,satisfaction
I hope she will change her teaching skills make it more bearable and give justice to the subject matter. I know she can do best!! :),"Any further, constructive comment:",Q4,acceptance
"just keep it the way it is, or keep further improvements","Any further, constructive comment:",Q4,satisfaction
"I liked that there wasn’t much excitement, it was very steady.",What did you like best about your instructor's teaching?,Q2,boredom
Enhance the topic,What changes would you recommend to improve this course?,Q1,disappointment
the PPT is not easy to understand,What did you like least about your instructor's teaching?,Q3,disappointment
Maybe he need to touch his students Heart. All students doesn't have the same capabilities in terms of time and availability. Being considerate is not...,"Any further, constructive comment:",Q4,acceptance
"I think the course must consistently have hands-on activities, industry examples, and updated materials on the latest tech trends to keep it more prac...","Any further, constructive comment:",Q4,acceptance
